Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Workshop,https://www.crunchbase.com/organization/workshop,Manufacturing,"296,213",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"319,092",,0,0.4,3.4,,,,,,,,,,,,,3,,,,,,,,,,,1/8/16,day,,,For Profit,,,,,Manufacturing
"ShenZhen SinoFast Electronics co.,Ltd.",https://www.crunchbase.com/organization/shenzhen-sinofast-electronics-co-ltd-,"Consumer Goods, Manufacturing","296,710",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"319,625",,-0.4,0.5,-0.2,"1,223",439.03,418.54%,,,1,-23.75%,100%,31.15%,"12,413,498","-12,158,430",-49.48%,5,,,,,,,,,,,2/3/05,day,,,,,,,,"Consumer Goods, Manufacturing"
"Luoyang Sunrui Special Equipment Co., Ltd",https://www.crunchbase.com/organization/luoyang-sunrui-special-equipment-co-ltd,Manufacturing,"297,070",,,,,,,,,,,,,,,"Luoyang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"320,007",,-0.4,1.2,-0.2,,4.45,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,Manufacturing
Seismo International Limited,https://www.crunchbase.com/organization/seismo-international-limited,"E-Commerce, Manufacturing","300,497",,,,,,,,,,,,,,,"Dongguang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"323,673",,0,-0.1,-0.4,,53.16,-100%,,,,,,,,,,8,,,,,,,,,,,9/6/11,day,,,,,,,,"Commerce and Shopping, Manufacturing"
Heloideo,https://www.crunchbase.com/organization/heloideo,"Consumer Electronics, E-Commerce, Manufacturing","300,904",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"324,119",,1.2,3.5,-0.1,767,599.81,-5%,122,-44.29%,5.22,-14.31%,25.25%,25.25%,"10,284,288","-321,640",-3.03%,41,,,,,,,,,,,2/3/05,day,,,For Profit,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing"
HYB Battery,https://www.crunchbase.com/organization/hyb-battery,"Battery, Information Technology, Manufacturing","302,894",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,,,,Early Stage Venture,19/4/07,,,,Series A,,,,Series A,,,,GGV Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"326,251",,-0.5,-0.1,0,300,185.57,88.20%,30,-18.40%,3.95,49.46%,16.07%,-1.93%,"17,575,027","-7,322,708",-29.41%,5,,,,,,,,,,,1/1/99,year,,,For Profit,,,,,"Energy, Information Technology, Manufacturing"
"HK ZION INDUSTRY CO., LTD",https://www.crunchbase.com/organization/hk-zion-industry-co-ltd,"Food and Beverage, Manufacturing, Pharmaceutical","314,750",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"338,868",,2.4,-0.1,-0.4,121,31.55,79.35%,165,,8,700%,0%,-100%,"22,210,508","-11,911,103",-34.91%,10,,,,,,,,,,,,,,,,,,,,"Food and Beverage, Health Care, Manufacturing"
Insight Solutions Global,https://www.crunchbase.com/organization/insight-solutions-shenzhen-limited,"Consumer Electronics, Hardware, Manufacturing, Quality Assurance, Supply Chain Management","318,685",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,Nov-50,Howell Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"343,081",,-0.4,-0.9,-1.8,"1,335",610.12,85.58%,0,-99.94%,1,-13.21%,100%,15.22%,"11,866,270","-3,675,520",-23.65%,42,,,9,,,,,,,,18/5/15,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Transportation"
Wonderful PCB (HK) Limited,https://www.crunchbase.com/organization/wonderful-pcb-hk-limited,Manufacturing,"318,796",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"343,198",,-0.5,-0.3,0.9,"3,366","5,444.68",-69.43%,94,70.64%,2.25,65.94%,34.75%,3.95%,"5,613,278","2,624,697",87.82%,23,,,,,,,,,,,8/8/02,day,,,,,,,,Manufacturing
CARKU,https://www.crunchbase.com/organization/carku,"Automotive, Consumer Electronics, Electronics, Manufacturing, Product Design, Web Design","319,008",,,,,,,,,,,,,,,"Huizhou, Guangdong, China",1,251-500,carles Lei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"343,426",,-0.4,2.4,0.3,"5,031","15,758.28",-41.65%,30,-44.58%,1.71,22.78%,44.38%,4.23%,"5,286,507","1,449,174",37.77%,7,,,,,,,,,,,5/2/11,day,,,For Profit,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Transportation"
CITIC Heavy Industries,https://www.crunchbase.com/organization/citic-heavy-industries,"Manufacturing, Mining","319,291",1,$500M to $1B,,,,,,,,,,,,,"Luoyang, Guangdong, China",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"343,733",,-0.3,3.6,-0.6,"1,020","2,107.95",129.50%,206,-8.80%,2.56,-45.74%,65.22%,37.20%,"10,693,777","-3,709,926",-25.76%,12,,,,1,0,Furnaces; Kilns; Ovens,,,,,1/1/56,year,,,,,,,,"Manufacturing, Natural Resources"
Lifefos (Bioengineering) Group,https://www.crunchbase.com/organization/lifefos-bioengineering-group,"Health Care, Manufacturing","321,500",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"346,071",,3.4,4,3.7,,18.98,,,,,,,,,,,3,,,,,,,,,,,1/1/99,year,,,,,,,,"Health Care, Manufacturing"
Desay Corporation,https://www.crunchbase.com/organization/desay-corporation,"Electronics, Manufacturing","323,317",,$1B to $10B,,,,,,,,,,,,,"Huizhou, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"347,996",,0.3,-0.3,3.7,,,,,,,,,,,,,11,,,,0,3,,Scientific and electric apparatus and instruments,,,,1/1/93,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
"Wellon Technology Co., Ltd",https://www.crunchbase.com/organization/wellon-technology-co-ltd,"Health Care, Manufacturing","326,285",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"351,127",,-0.3,2.8,-0.8,"28,439","20,201.22",-19.68%,18,-73.55%,2.48,34.09%,36.34%,-5.65%,"1,331,502","110,292",9.03%,26,,,,,,,,,,,2/2/12,day,,,For Profit,,,,,"Health Care, Manufacturing"
Anet 3d,https://www.crunchbase.com/organization/anet-3d,"3D Printing, 3D Technology, Manufacturing","330,980",,,,,,,,,,,,,,,"Longhua, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"356,132",,-0.3,3.3,-0.1,"25,539","34,027.77",59.57%,117,-17.50%,4.3,15.83%,30.27%,2.14%,"1,127,572","-330,877",-22.69%,12,,,,,,,,,,,1/1/15,year,,,For Profit,,,,,"Hardware, Manufacturing, Software"
Vogtec,https://www.crunchbase.com/organization/vogtec,"Computer, Information Technology, Manufacturing, Software, Telecommunications","332,817",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"358,090",,-0.3,2.7,0,300,181.85,,12,,1.33,,66.77%,,"22,157,109",,,12,,,,,,,,,,,1/1/13,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Software"
Shenzen GPD Technology,https://www.crunchbase.com/organization/shenzen-gpd-technology,"Consumer Electronics, Gaming, Hardware, Manufacturing","334,114",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"359,476",,-0.4,-0.7,-0.8,"115,780","145,697.74",-23.92%,106,-20.40%,2.19,0.95%,49.50%,-3.91%,"423,377","80,947",23.64%,9,,,,,,,,,,,1/1/13,year,,,For Profit,,,,,"Consumer Electronics, Gaming, Hardware, Manufacturing"
Fenda,https://www.crunchbase.com/organization/shenzhen-fenda-technology,"Electronics, Manufacturing","335,051",,,2,1,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"360,475",,2.1,1.1,2.7,"6,012","43,808.02",-40.40%,316,66.93%,5.74,44.86%,27.77%,-3.18%,"2,630,263","470,492",21.78%,13,,,,,,,,,,,1/1/93,year,,,For Profit,,,2,,"Consumer Electronics, Hardware, Manufacturing"
EasyEDA,https://www.crunchbase.com/organization/easyeda,"Hardware, Manufacturing, Semiconductor","347,296",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"373,466",,-0.4,-0.5,-1,"1,619,590","1,425,548.86",13.68%,255,-2.10%,3.71,-2.89%,45.37%,-0.08%,"37,762","-1,974",-4.97%,14,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Manufacturing, Science and Engineering"
Shenzhen Kexin Communication Technologies,https://www.crunchbase.com/organization/shenzhen-kexin-communication-technologies,"Manufacturing, Telecommunications","347,492",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"373,675",,0.9,-0.1,1.5,,111.89,-100%,,,,,,,,,,8,,,,,,,,,,,1/1/01,year,,,,,,,,"Hardware, Manufacturing"
Shenzhen Topband,https://www.crunchbase.com/organization/shenzhen-topband,"Electronics, Energy, Manufacturing, Solar","348,591",,,1,1,,,,,,,,,,,"Shenzhen, Guangdong, China",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"374,829",,-0.4,-0.4,0,839,"1,869.86",-35.15%,297,-15.92%,6.34,-1.34%,26.47%,5.08%,"9,272,626","2,011,501",27.70%,3,,,,0,2,"Furniture,Domestic Articles Or Appliances; Coffee Mills; Spice Mills",Scientific and electric apparatus and instruments,,,,,,,,,,,1,,"Consumer Electronics, Energy, Hardware, Manufacturing, Natural Resources, Sustainability"
Techtotop,https://www.crunchbase.com/organization/techtotop,"Broadcasting, Hardware, Manufacturing","351,224",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,1,,,,Late Stage Venture,4/6/18,,,,Series C,,,,Series C,,,,Publics Venture Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"377,637",,0,-0.4,-0.8,"1,722","2,394.67",-71.52%,465,703.03%,5.92,268.15%,24.80%,-68.04%,"5,973,550","2,193,097",58.01%,1,,,,,,,,,,,,,,,,,,,,"Hardware, Manufacturing, Media and Entertainment, Video"
"Shenzhen Yicai Lighting Co.,Ltd",https://www.crunchbase.com/organization/shenzhen-yicai-lighting-co-ltd,"Electronics, Manufacturing","351,941",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"378,400",,-0.5,-0.8,0.1,67,119.46,299.86%,1,,2,100%,0%,-100%,"32,685,022","-4,253,856",-11.52%,1,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Star Harvest Jewelry,https://www.crunchbase.com/organization/star-harvest-jewelry-3,"Jewelry, Manufacturing, Wholesale","353,093",1,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"379,611",,-0.4,-0.4,-0.7,,,,,,,,,,,,,9,,,5,,,,,,,,15/5/05,day,,,For Profit,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing"
Headway,https://www.crunchbase.com/organization/headway-9562,"Communication Hardware, Manufacturing","357,398",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"384,193",,0.1,0.4,4,"6,033","1,104.59",3315.33%,1,-90.45%,1.05,-19.16%,30.79%,-38.91%,"5,720,687","-21,466,179",-78.96%,2,,,,,,,,,,,1/1/85,year,,,For Profit,,,,,"Hardware, Manufacturing"
"Shenzhen Qidian Technology Co.,LTD",https://www.crunchbase.com/organization/shenzhen-qidian-technology-co-ltd,"Information Technology, Manufacturing, Robotics","359,874",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"386,805",,0.5,-0.2,0.1,,,,,,,,,,,,,10,,,,,,,,,,,8/7/14,day,,,For Profit,,,,,"Hardware, Information Technology, Manufacturing, Science and Engineering, Software"
Solidremote Technologies Limited,https://www.crunchbase.com/organization/solidremote-technologies-limited,Manufacturing,"359,884",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"386,815",,0.8,-0.2,3.9,"6,576","11,080.83",-41.55%,56,-38.22%,1.45,-27.05%,49.98%,14.10%,"4,201,742","1,606,492",61.90%,36,1,,,,,,,,,,1/1/01,year,,,,,,,,Manufacturing
Zhanjiang Deni Vehicle Parts,https://www.crunchbase.com/organization/zhanjiang-deni-vehicle-parts,Manufacturing,"362,267",,,,,,,,,,,,,,,"Zhanjiang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"389,322",,1.2,1.9,-0.2,424,211.88,,6,,1.5,,50.01%,,"18,699,224",,,2,,,,0,1,,Machines and machine tools,,,,1/11/92,month,,,For Profit,,,,,Manufacturing
COSMAU,https://www.crunchbase.com/organization/cosmau,"Electronics, Industrial Automation, Manufacturing","363,440",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"390,556",,1.7,2.2,5.1,297,"1,197.80",-73.38%,134,-1.71%,3.96,-37.34%,0%,-45.05%,"17,653,678","9,849,394",126.20%,9,,,,,,,,,,,1/1/05,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
Ambilight,https://www.crunchbase.com/organization/ambilight,"Industrial Manufacturing, Innovation Management, Manufacturing","364,432",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"391,596",,-0.4,-0.3,2.6,265,163.4,189.71%,13,-59.87%,3.1,-38%,29.75%,29.75%,"19,565,233","-7,479,385",-27.66%,9,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Coretran,https://www.crunchbase.com/organization/coretran,"Electronics, Manufacturing","368,794",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4,"396,232",,1,1.2,5.5,"42,811","10,962.99",301.02%,115,795.81%,1.83,39.41%,73.08%,18.59%,"1,163,030","-2,235,319",-65.78%,20,,,,,,,,,,,1/1/08,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
JXD,https://www.crunchbase.com/organization/jxd,"3D Printing, Computer, Consumer Electronics, Electronics, Gaming, iOS, Manufacturing, Music","370,761",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"398,321",,-0.3,2.4,3.8,"15,899","20,026.37",-37.37%,64,5.56%,2.46,-3.22%,30.48%,14.59%,"1,978,671","646,836",48.57%,23,,,,,,,,,,,1/4/14,month,,,,,,,,"Consumer Electronics, Gaming, Hardware, Manufacturing, Media and Entertainment, Mobile, Music and Audio, Platforms, Software"
Sino Hotrunner,https://www.crunchbase.com/organization/sino-hotrunner,"Computer, Electronics, Information Technology, Manufacturing","374,082",,,,,,,,,,,,,,,"Dongguang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"401,863",,-0.4,-0.2,-0.4,,52.77,,,,,,,,,,,7,,,,,,,,,,,1/1/02,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
Kaadas,https://www.crunchbase.com/organization/kaadas,"Manufacturing, Product Design, Retail, Sales","375,332",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"403,201",,1.2,0.7,-0.2,"13,083","6,851.37",112.27%,147,-13.46%,2.55,-48.24%,20.51%,-15.04%,"2,390,207","-121,473",-4.84%,3,1,"2,550",,,,,,,,,,,,,For Profit,,,,,"Commerce and Shopping, Design, Manufacturing, Sales and Marketing"
DC Tent,https://www.crunchbase.com/organization/dc-tent,Manufacturing,"376,789",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"404,746",,1.4,-0.3,-0.3,301,110.27,,415,,6.29,,71.31%,,"15,799,960",,,4,,,,,,,,,,,5/4/97,day,,,For Profit,,,,,Manufacturing
Dongguan Ronda Artificial Plants Company,https://www.crunchbase.com/organization/dongguan-ronda-artificial-plants-company,Manufacturing,"379,129",,,,,,,,,,,,,,,"Qishi, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"407,245",,-0.4,-0.1,-0.6,,,,,,,,,,,,,10,,,,,,,,,,,1/1/14,year,,,,,,,,Manufacturing
MLXLED,https://www.crunchbase.com/organization/mlxled,Manufacturing,"379,187",,,,,,,,,,,,,,,"Baoan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"407,305",,-0.3,1.2,4.4,411,952.83,17.46%,26,,2.36,135.62%,71.32%,-28.68%,"17,140,743","-4,969,121",-22.47%,10,,,,,,,,,,,18/10/00,day,,,,,,,,Manufacturing
Bosma Optics,https://www.crunchbase.com/organization/bosma-optics,Manufacturing,"379,264",,,1,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"407,386",,0.5,-0.2,-0.7,302,"3,346.85",-96.45%,27,18.12%,2.53,57.12%,49.08%,-3.89%,"19,326,907","15,686,635",430.92%,6,,,,,,,,,,,,,,,,,,1,,Manufacturing
China Manufacturing Consultants,https://www.crunchbase.com/organization/china-manufacturing-consultants,"Consulting, Manufacturing","379,777",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"407,928",,1.4,1.5,-0.1,"10,072","9,403",75.08%,22,71.23%,1.49,-28.28%,51.80%,-2.27%,"3,152,888","-807,919",-20.40%,22,,,,,,,,,,,1/1/12,year,,,,,,,,Manufacturing
"Tingyi-Asahi Beverages Holding Co., Ltd",https://www.crunchbase.com/organization/tingyi-asahi-beverages-holding-co-ltd,"Food and Beverage, Manufacturing","381,280",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"409,507",,0.4,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,1/1/04,year,,,,,,,,"Food and Beverage, Manufacturing"
Card Cube Group,https://www.crunchbase.com/organization/card-cube-group,"Manufacturing, RFID","382,420",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"410,722",,-0.3,2.7,1.3,"2,291","1,474.99",30.80%,174,-27.34%,7.25,71.48%,24.72%,-16.03%,"4,699,320","-1,934,569",-29.16%,17,,,,,,,,,,,1/1/10,year,,,For Profit,,,,,"Hardware, Manufacturing"
"Apollo Electronics(Shenzen) Co.,Ltd.",https://www.crunchbase.com/organization/apollo-electronics-shenzen-co-ltd,"Manufacturing, Optical Communication, Semiconductor, Sensor, Telecommunications","385,919",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"414,418",,-0.5,-0.8,-0.6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Manufacturing, Science and Engineering"
Shenzhen Upcera,https://www.crunchbase.com/organization/shenzhen-upcera,"Manufacturing, Marketing","386,495",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"415,028",,-0.2,2.1,0,519,"1,146.02",-49.84%,147,-62.89%,4.2,2.47%,32.60%,26.30%,"14,310,003","5,074,256",54.94%,13,,,,,,,,,,,,,,,,,,,,"Manufacturing, Sales and Marketing"
Semipower,https://www.crunchbase.com/organization/semipower,"Energy, Enterprise, Manufacturing, Renewable Energy","386,755",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"415,304",,-0.3,0,1.4,,,,,,,,,,,,,12,,,,,,,,,,,,,,,For Profit,,,,,"Energy, Manufacturing, Sustainability"
SiliconGo,https://www.crunchbase.com/organization/silicongo,"Electronics, Manufacturing, Semiconductor","388,025",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"416,644",,-0.3,-0.1,-0.6,423,402.36,-57.92%,122,-81.93%,6.98,-42.68%,17.30%,13.99%,"13,028,158","6,305,309",93.79%,8,,,,,,,,,,,1/1/07,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
"Microlab Electronics Co., Ltd.",https://www.crunchbase.com/organization/microlab-electronics-co-ltd,"Consumer Electronics, Electronics, Hardware, Manufacturing, Mobile","398,762",,$500M to $1B,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"428,040",,-0.3,-0.3,-0.4,"3,544","4,809.96",-1.43%,95,-45.78%,3.22,-39.97%,31.33%,3.04%,"4,674,510","1,001,091",27.25%,1,,,1,0,1,,Scientific and electric apparatus and instruments,,,,1/1/98,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Mobile"
6com Technology,https://www.crunchbase.com/organization/6com-technology,"Manufacturing, Telecommunications","401,333",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"430,761",,-0.3,-0.4,-0.8,532,680.47,28.51%,784,254.96%,2.81,-6.31%,42.95%,-21.17%,"14,573,446","-1,721,770",-10.57%,7,,,,,,,,,,,1/1/09,year,,,,,,,,"Hardware, Manufacturing"
"Shenzhen Honestda Electronic Co., Ltd",https://www.crunchbase.com/organization/shenzhen-honestda-electronic-co-ltd,"3D Printing, CRM, Information Technology, Manufacturing, Software","402,106",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"431,576",,-0.2,1.7,-0.6,,31.49,,,,,,,,,,,2,,,,,,,,,,,1/1/10,year,,,,,,,,"Information Technology, Manufacturing, Sales and Marketing, Software"
Meeteasy Technology Limited,https://www.crunchbase.com/organization/meeteasy-technology-limited,"Computer, Drones, Information Technology, Manufacturing","402,182",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"431,659",,-0.3,-0.2,-0.5,996,941.37,-11.45%,32,-66.17%,1.85,-30.50%,57.42%,1.93%,"11,771,740","1,823,478",18.33%,4,,,,,,,,,,,6/5/02,day,,,For Profit,,,,,"Consumer Electronics, Consumer Goods, Hardware, Information Technology, Manufacturing"
