Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Hush Home,https://www.crunchbase.com/organization/hush-home,Manufacturing,"486,400",,,,,,,,,,,,,,,"Quarry Bay, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"520,718",,-0.2,-0.8,4,"10,068","9,991.3",19.29%,115,35.06%,1.97,-9.9%,54.2%,-10.59%,"2,947,184","-223,537",-7.05%,52,,,,,,,,,,,2017-01-01,month,,,For Profit,,,,,Manufacturing
Creative Vortex,https://www.crunchbase.com/organization/creative-vortex,"Consulting, Manufacturing, Product Design","487,821",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",1,,Charles Medd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"522,234",,-0.2,-0.2,4,,13.68,,,,,,,,,,,8,,,4,,,,,,,,2004-08-18,day,,,For Profit,,,,,"Design, Manufacturing"
"Comax Industrial Co., Ltd.",https://www.crunchbase.com/organization/comax-industrial-co-ltd,"Electronics, Manufacturing","510,158",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,"Comax Industrial Co., Ltd. acquired by C&K",https://www.crunchbase.com/acquisition/c-k-acquires-comax-industrial-co-ltd--250e7360,C&K,https://www.crunchbase.com/organization/c-k,2011-07-26,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"545,947",,0.5,-0.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-26,day,,,,,,"Consumer Electronics, Hardware, Manufacturing"
EMI Asia,https://www.crunchbase.com/organization/emi-asia,"Electronics, Manufacturing","513,183",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"549,152",,-0.2,-0.1,2.1,102,91.61,,,,1,,100%,,"32,352,295",,,14,,,5,,,,,,,,2006-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
China Resources Pharmaceutical Group,https://www.crunchbase.com/organization/china-resources-pharmaceutical-group,"Health Care, Manufacturing, Pharmaceutical","516,940",,$10B+,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"553,132",,3.6,3.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,2007-01-01,year,,,For Profit,,,,,"Health Care, Manufacturing"
Antonio International Limited,https://www.crunchbase.com/organization/antonio-international-limited,"Electronics, Manufacturing, Product Design","526,577",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"563,392",,-0.1,1.4,0.8,"1,798","22,754.23",-98.3%,341,"23,118.83%",1.89,88.01%,48.11%,19.44%,"9,572,266","8,862,813","1,249.25%",5,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing"
Megabold International,https://www.crunchbase.com/organization/megabold-international,Manufacturing,"526,713",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"563,535",,-0.2,-0.1,-0.1,"4,528","2,613.92",413.72%,4,-62.65%,1.7,-44.59%,29.8%,-4.57%,"5,566,807","-7,063,976",-55.93%,3,,,,,,,,,,,1995-01-01,year,,,For Profit,,,,,Manufacturing
FD Dispenser,https://www.crunchbase.com/organization/fd-dispenser,"Manufacturing, Robotics","527,988",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"564,885",,-0.2,0.4,-0.4,,61.3,-100%,,,,,,,,,,7,,,,,,,,,,,2007-01-01,year,,,,,,,,"Hardware, Manufacturing, Science and Engineering, Software"
Enjoyable Way,https://www.crunchbase.com/organization/enjoyable-way,"Hardware, Manufacturing","531,713",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",1,,Lawrence Yeung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"568,849",,-0.3,-0.7,3.1,,25.91,,,,,,,,,,,14,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Manufacturing"
Sunny Telecom,https://www.crunchbase.com/organization/sunny-telecom,Manufacturing,"535,581",,,,,,,,,,,,,,,"Tsuen Wan, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"573,004",,-0.2,-0.1,-0.8,356,145.27,381.28%,,,1,0%,100%,0%,"21,935,157","-11,878,597",-35.13%,2,,,,,,,,,,,2003-01-01,year,,,For Profit,,,,,Manufacturing
Anything But Salads,https://www.crunchbase.com/organization/anything-but-salads,"E-Commerce, Fitness, Food and Beverage, Health Care, Manufacturing","537,170",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",2,1-10,"Calista Goh, Noel Tuan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"574,693",,-0.3,-0.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Food and Beverage, Health Care, Manufacturing, Sports"
Brighter Oil Group,https://www.crunchbase.com/organization/brighter-oil-group,"Energy, Manufacturing, Natural Resources, Oil and Gas","538,515",,$10M to $50M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,51-100,"Chi Tsui, Ma Rui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"576,117",,-0.2,1.1,0,,,,,,,,,,,,,9,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Energy, Manufacturing, Natural Resources, Sustainability"
Manli Technology Group,https://www.crunchbase.com/organization/manli-technology-group,"3D Printing, 3D Technology, Information Technology, Manufacturing, Software","538,769",,$10M to $50M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"576,387",,-0.2,-0.5,-1.3,"18,649","38,556.68",-29.93%,84,1.18%,2.69,1.59%,46.92%,5.92%,"1,466,885","240,685",19.63%,15,,,,,,,,,,,1996-01-01,year,,,,,,,,"Hardware, Information Technology, Manufacturing, Software"
CDW Holding,https://www.crunchbase.com/organization/cdw-holding,"Artificial Intelligence, Biotechnology, Financial Services, Manufacturing","540,031",1,$50M to $100M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,735",,-0.2,-0.6,-1.2,246,155.22,94.02%,92,,6.2,519.96%,0%,-100%,"17,976,228","-13,470,274",-42.84%,1,,,,,,,,,,,1991-04-01,month,,,,,,,,"Artificial Intelligence, Biotechnology, Data and Analytics, Financial Services, Manufacturing, Science and Engineering, Software"
newsmartcom,https://www.crunchbase.com/organization/newsmartcom,"Consumer Electronics, Logistics, Manufacturing","544,640",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"582,624",,-0.3,-0.8,-0.3,,8.6,,,,,,,,,,,3,,,3,,,,,,,,2005-03-31,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Transportation"
Hilmann Reinier,https://www.crunchbase.com/organization/hilmann-reinier,"Coffee, Food and Beverage, Manufacturing","546,561",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",1,1-10,Jim Coke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"584,679",,-0.2,-0.7,3,,,,,,,,,,,,,10,,,,,,,,,,,,,,,For Profit,,,,,"Food and Beverage, Manufacturing"
C4 Development,https://www.crunchbase.com/organization/c4-development,"Manufacturing, Security","559,953",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"598,951",,-0.1,0.5,-0.6,,88.39,-100%,,,,,,,,,,9,,,,,,,,,,,,,,,For Profit,,,,,"Manufacturing, Privacy and Security"
Neway Group Holdings,https://www.crunchbase.com/organization/neway-group-holdings,"Building Material, Financial Services, Insurance, Manufacturing, Real Estate","563,841",,,1,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2005-09-30,,,,,,,,,0055,https://www.crunchbase.com/ipo/neway-group-holdings-ipo--abf23172,HKG,,"603,126",,-0.1,-0.7,-1.6,146,670.54,-90.54%,11,37.62%,3,32.71%,0%,-43.88%,"25,072,792","15,322,228",157.14%,2,,,,,,,,,,,1979-01-01,year,2005-09-30,day,For Profit,,,1,,"Financial Services, Manufacturing, Real Estate"
FlexGlory Machinery Accessories Ltd,https://www.crunchbase.com/organization/flexglory-machinery-accessories-ltd,Manufacturing,"564,841",,$1M to $10M,,,,,,,,,,,,,"Mong Kok, Kowloon, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"604,188",,-0.1,1,-0.3,693,"1,868.3",61.18%,25,-60.17%,1.92,-29.84%,48.98%,11.66%,"14,045,430","-2,162,270",-13.34%,3,,,,,,,,,,,2015-11-18,day,,,,,,,,Manufacturing
Maylok Toys,https://www.crunchbase.com/organization/maylok-toys,"Manufacturing, Product Design","588,067",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"629,052",,-0.1,-0.4,2.1,251,98.41,,,,1,,100%,,"25,132,812",,,3,,,,,,,,,,,1992-01-01,year,,,For Profit,,,,,"Design, Manufacturing"
Blooming Electronics Manufacturing Limited,https://www.crunchbase.com/organization/blooming-electronics-manufacturing-limited,"Consumer Electronics, Electronics, Manufacturing","588,983",,,,,,,,,,,,,,,"New Territories, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"630,027",,-0.3,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Wan Living,https://www.crunchbase.com/organization/wan-living,Manufacturing,"589,244",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,,Stefan Svahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"630,308",,0,-0.5,2.2,,2.69,,,,,,,,,,,4,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,Manufacturing
Beworth Design/Lab,https://www.crunchbase.com/organization/beworth-design-lab,"Manufacturing, Product Design","589,332",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",1,,Bauke Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"630,403",,-0.1,-0.7,-0.2,,531.72,,,,,,,,,,,10,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Design, Manufacturing"
RC Asia Pacific,https://www.crunchbase.com/organization/rc-asia-pacific,Manufacturing,"594,339",,,1,,,,,,,,,,,,"Chai Wan, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"635,763",,-0.1,2.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,1963-01-01,year,,,,,,1,,Manufacturing
China Oriental Group,https://www.crunchbase.com/organization/china-oriental-group,"Industrial Manufacturing, Manufacturing, Precious Metals","596,210",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"637,769",,2.3,2.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacturing, Natural Resources"
"BARLIN TIMES TECHNOLOGY CO., LTD",https://www.crunchbase.com/organization/barlin-times-technology-co-ltd,"Manufacturing, Product Design, Sales","598,972",,$10M to $50M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"640,757",,-0.1,0,-0.2,,6.49,,,,,,,,,,,2,,,,,,,,,,,2005-03-04,day,,,,,,,,"Design, Manufacturing, Sales and Marketing"
Export Hydro,https://www.crunchbase.com/organization/export-hydro,"Cannabis, Manufacturing","605,308",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Export Hydro acquired by Tetra Bio-Pharma,https://www.crunchbase.com/acquisition/growpros-cannabis-ventures-acquires-export-hydro--2c5ba8be,Tetra Bio-Pharma,https://www.crunchbase.com/organization/growpros-cannabis-ventures,2015-03-11,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"647,559",,-0.2,-0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01,year,2015-03-11,day,For Profit,,,,,"Community and Lifestyle, Food and Beverage, Health Care, Manufacturing"
Photosynthesis Group Co,https://www.crunchbase.com/organization/photosynthesis-group-co,"Eyewear, Manufacturing","605,503",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Photosynthesis Group Co acquired by Essilor,https://www.crunchbase.com/acquisition/essilor-acquires-photosynthesis-group-co--4239d62c,Essilor,https://www.crunchbase.com/organization/essilor,2016-11-22,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"647,776",,2.1,2.1,2,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,year,2016-11-22,day,,,,,,"Consumer Goods, Manufacturing"
Total Cash Systems,https://www.crunchbase.com/organization/total-cash-systems,"Information Technology, Manufacturing","605,855",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"648,154",,-0.2,-0.4,-0.3,,69.3,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,"Information Technology, Manufacturing"
Swire Foods,https://www.crunchbase.com/organization/swire-foods,"Consumer Goods, Food and Beverage, Manufacturing","610,880",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"653,563",,-0.2,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consumer Goods, Food and Beverage, Manufacturing"
Avnet Sunrise,https://www.crunchbase.com/organization/avnet-sunrise,"Electronics, Manufacturing, Transportation, Virtual Reality","622,984",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"666,670",,-0.2,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Software, Transportation"
Amenity360 Limited,https://www.crunchbase.com/organization/amenity360-limited,Manufacturing,"624,049",,$100M to $500M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"667,816",,-0.1,-0.3,-0.2,,,,,,,,,,,,,1,,,,,,,,,,,2001-01-01,day,,,,,,,,Manufacturing
Flotsam,https://www.crunchbase.com/organization/flotsam,"E-Commerce, Manufacturing, Retail","627,553",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"671,578",,-0.2,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Manufacturing"
Jiabao Packaging depot,https://www.crunchbase.com/organization/jiabao-packaging-depot,"Manufacturing, Packaging Services","630,182",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"674,424",,0,-0.2,-0.1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,For Profit,,,,,"Administrative Services, Manufacturing"
Bluegic,https://www.crunchbase.com/organization/bluegic,"Information Services, Information Technology, Manufacturing","635,682",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"680,367",,-0.1,-0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Information Technology, Manufacturing"
Kingboard,https://www.crunchbase.com/organization/kingboard,"Industrial Engineering, Industrial Manufacturing, Manufacturing, Product Design, Property Development","635,750",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"680,439",,1.6,1.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,1988-01-01,year,,,For Profit,,,,,"Manufacturing, Real Estate, Science and Engineering"
Rapide 3D,https://www.crunchbase.com/organization/rapide-3d,"3D Printing, Innovation Management, Manufacturing","636,042",,$10M to $50M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"680,766",,0,-0.2,-0.2,,248.37,-100%,,,,,,,,,,6,,,,,,,,,,,2012-05-06,day,,,,,,,,Manufacturing
R&C Printing Product Solutions,https://www.crunchbase.com/organization/r-c-de30,"Logistics, Manufacturing, Packaging Services","636,452",,,,,,,,,,,,,,,"Quarry Bay, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"681,206",,0,-0.3,1.5,,105.19,,,,,,,,,,,9,,,,,,,,,,,2011-01-01,year,,,For Profit,,,,,"Administrative Services, Manufacturing, Transportation"
Zibao Metals Recycling Holdings,https://www.crunchbase.com/organization/zibao-metals-recycling-holdings,"Manufacturing, Mineral, Mining","636,639",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2014-06-27,,,,,,,,,ZBO,https://www.crunchbase.com/ipo/zibao-metals-recycling-holdings-ipo--f6834d7b,LON,,"681,411",,0,-0.1,-0.5,320,78.83,,52,,1.53,,47.08%,,"21,021,488",,,2,,,2,,,,,,,,2006-01-01,year,2014-06-27,day,,,,,,"Manufacturing, Natural Resources"
Innoconcept,https://www.crunchbase.com/organization/innoconcept,"Internet of Things, Manufacturing","639,092",,,,,,,,,,,,,,,"Mong Kok, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"684,082",,0,-0.3,1.5,"3,083",809.73,73.8%,,,1,0%,0%,-77.41%,"8,941,821","-4,030,563",-31.07%,11,,,,,,,,,,,,,,,,,,,,"Internet Services, Manufacturing"
Island Computer,https://www.crunchbase.com/organization/island-computer,"Hardware, Internet of Things, Manufacturing","641,555",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"686,753",,-0.1,-0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Internet Services, Manufacturing"
Thinketron Precision Equipment Co,https://www.crunchbase.com/organization/thinketron-precision-equipment-co,"Consumer Goods, Manufacturing","642,954",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Thinketron Precision Equipment Co acquired by Halma,https://www.crunchbase.com/acquisition/halma-acquires-thinketron-precision-equipment-co--fcb6d8de,Halma,https://www.crunchbase.com/organization/halma,2013-01-23,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"688,266",,-0.1,0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01,year,2013-01-23,day,,,,,,"Consumer Goods, Manufacturing"
World Hand Shipping,https://www.crunchbase.com/organization/world-hand-shipping,"E-Commerce, Freight Service, Logistics, Manufacturing","643,017",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,World Hand Shipping acquired by Amos International (S) Pte Ltd,https://www.crunchbase.com/acquisition/amos-international-s-pte-ltd-acquires-world-hand-shipping--1686c366,Amos International (S) Pte Ltd,https://www.crunchbase.com/organization/amos-international-s-pte-ltd,2016-09-29,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"688,333",,-0.1,-0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,,1991-01-01,year,2016-09-29,day,For Profit,,,,,"Commerce and Shopping, Manufacturing, Transportation"
3Anetwork,https://www.crunchbase.com/organization/3anetwork,Manufacturing,"650,516",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"696,500",,-0.1,-0.3,-0.3,860,329.26,514.4%,204,"4,451.12%",1.25,-37.32%,41.65%,41.65%,"15,236,580","-12,117,276",-44.3%,7,,,,,,,,,,,2009-03-19,day,,,For Profit,,,,,Manufacturing
China Super Power Saving,https://www.crunchbase.com/organization/china-super-power-saving,"Energy, Energy Efficiency, Manufacturing","660,049",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delisted,2008-03-05,,none,,,,,,,MLCSP,https://www.crunchbase.com/ipo/china-super-power-saving-ipo--465ba565,EPA,,"706,886",,-0.1,0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,1999-01-01,year,2008-03-05,day,,,,,,"Energy, Manufacturing, Sustainability"
Rapid Product Development Resource Centre,https://www.crunchbase.com/organization/rapid-product-development-resource-centre,"3D Printing, 3D Technology, Manufacturing","667,923",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"715,411",,-0.1,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Hardware, Manufacturing, Software"
KuangChi Martin Jetpack,https://www.crunchbase.com/organization/kuangchi-martin-jetpack,"Aerospace, Manufacturing","671,736",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"719,563",,-0.1,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,year,,,For Profit,,,,,"Manufacturing, Science and Engineering"
Tivelon Hong Kong,https://www.crunchbase.com/organization/tivelon-hong-kong,Manufacturing,"687,302",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Tivelon Hong Kong acquired by TIVOLY,https://www.crunchbase.com/acquisition/tivoly-acquires-tivelon-hong-kong--d28e6568,TIVOLY,https://www.crunchbase.com/organization/tivoly,2012-12-19,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"736,539",,-0.1,-0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-19,day,,,,,,Manufacturing
Sinotruk,https://www.crunchbase.com/organization/sinotruk,"Manufacturing, Transportation","710,518",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"761,829",,0.1,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Manufacturing, Transportation"
