Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
DIY.watch,https://www.crunchbase.com/organization/diy-watch,"Apps, Manufacturing, Online Portals","154,470",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,1,12500,USD,12500,Seed,2014-12-01,12500,USD,12500,Seed,12500,USD,12500,Seed,12500,USD,12500,Cyberport Hong Kong,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"165,993",,0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Apps, Internet Services, Manufacturing, Software"
Hybrid Kinetic Group Limited,https://www.crunchbase.com/organization/hybrid-kinetic-grouplimited,"3D Printing, Automotive, Energy, Logistics, Manufacturing, Transportation","182,082",,,1,,1,1,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"196,157",,1,1.2,1.2,"1,557","1,787.37",73.58%,4,-98.33%,1.4,-45.17%,43.67%,-2.23%,"10,859,838","-515,899",-4.54%,14,,,,,,,,,,,2009-01-01,year,,,For Profit,,,1,,"Energy, Manufacturing, Transportation"
Defond Group,https://www.crunchbase.com/organization/defond-group,"Automotive, Internet of Things, Manufacturing","183,927",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"198,159",,-0.2,-0.5,-0.2,"1,751","1,509.96",277.46%,3,-92.06%,1.12,-58.78%,37.2%,13.11%,"11,416,713","-4,188,309",-26.84%,16,,,,,,,,,,,1978-01-01,year,,,For Profit,,,,,"Internet Services, Manufacturing, Transportation"
Taiming,https://www.crunchbase.com/organization/taiming,Manufacturing,"190,582",,Less than $1M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"205,428",,0,-0.3,-0.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
ASM Pacific Technology,https://www.crunchbase.com/organization/asm-pacific-technology,"Manufacturing, Packaging Services, Semiconductor","191,772",9,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Public,2000-07-14,,,,,,,,,0522,https://www.crunchbase.com/ipo/asm-pacific-technology-ipo--4af78cc1,HKG,1,"206,727",,-0.1,0.5,0.5,"17,940","16,977.23",14.93%,121,8%,3.04,5.39%,37.13%,4.67%,"1,549,315","-152,464",-8.96%,11,,,,,,,,,,,1975-01-01,year,2000-07-14,day,For Profit,,,,,"Administrative Services, Hardware, Manufacturing, Science and Engineering"
Clover Group International Limited,https://www.crunchbase.com/organization/clover-group-international-limited,"Fashion, Manufacturing","197,227",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"212,640",,0,4.2,4.7,"1,381",988.7,-2.06%,70,674.9%,6.17,307.81%,9.67%,-15.46%,"8,189,358","-3,741,996",-31.36%,6,,,,,,,,,,,1956-01-01,year,,,,,,,,"Clothing and Apparel, Design, Manufacturing"
Allied Control,https://www.crunchbase.com/organization/allied-control,"Consulting, Electronics, Energy Efficiency, Industrial, Information Technology, Manufacturing","197,525",21,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"212,963",,-0.2,-0.4,1.8,"14,979","7,591.96",10.57%,14,-41.36%,1.13,-19.62%,42.57%,-18.27%,"2,647,258","175,073",7.08%,37,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Consumer Electronics, Energy, Hardware, Information Technology, Manufacturing, Sustainability"
Sapphire Technology,https://www.crunchbase.com/organization/sapphire-technology,"Digital Signage, Embedded Systems, Graphic Design, Manufacturing","198,136",18,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"213,635",,-0.4,-0.4,-0.7,"583,202","953,539.73",-7.82%,151,17.73%,2.54,-3.85%,51.09%,-4.49%,"105,935","10,925",11.5%,38,1,,10,,,,,,,,2001-01-01,year,,,For Profit,,,,,"Design, Hardware, Manufacturing, Sales and Marketing, Science and Engineering, Software"
Vapium,https://www.crunchbase.com/organization/vapium,"Electrical Distribution, Electronics, Manufacturing","200,930",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,1-10,"Lisa Harun, Michael Trzecieski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"216,667",,0.2,-0.3,-0.1,"17,350","12,281.36",266.49%,84,8.29%,1.56,-25.55%,47.06%,20.82%,"2,327,941","-2,295,146",-49.65%,36,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Consumer Electronics, Energy, Hardware, Manufacturing"
M&V international manufacturing ltd,https://www.crunchbase.com/organization/m-v-international-manufacturing-ltd,"3D Printing, Fashion, Manufacturing, Product Design","202,163",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,11-50,Ms. Eugenia Leong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"218,001",,2,-0.1,3.9,84,82.9,,421,,7.12,,,,"26,047,011",,,21,,,,,,,,,,,2002-06-01,day,,,For Profit,,,,,"Clothing and Apparel, Design, Manufacturing"
Johnson Electric,https://www.crunchbase.com/organization/johnson-electric,"Electronics, Manufacturing","209,638",18,,2,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",1,10001+,yik wang,,,,,,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,"226,143",,-0.2,-0.6,-0.5,,,,,,,,,,,,,15,,,,,,,,,,,1986-01-01,year,,,For Profit,,,1,,"Consumer Electronics, Hardware, Manufacturing"
GCL-Poly Energy Holdings,https://www.crunchbase.com/organization/gcl-poly-energy-holdings,"Construction, Developer Platform, Energy, Manufacturing, Mining, Real Estate, Renewable Energy, Solar","211,584",20,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,1,,,,IPO,2006-06-11,,,,Seed,,,,Seed,,,,Mandra Capital,,1,4,Made Acquisitions,,,,,,,,,,,,Public,2007-11-23,,,,,,,,,3800,https://www.crunchbase.com/ipo/gcl-poly-energy-holdings-ipo--8cdd660f,HKG,,"228,250",,0,0.2,-0.5,"58,014","18,795.6",38.75%,9,-29.47%,1.15,-15.02%,1.37%,-64.05%,"1,054,848","-271,897",-20.49%,5,,,4,,,,,,,,2006-01-01,year,2007-11-23,day,,,,,,"Energy, Manufacturing, Natural Resources, Real Estate, Software, Sustainability"
TAOlight,https://www.crunchbase.com/organization/taolight,"Apps, Consumer Electronics, Internet of Things, Lighting, Manufacturing, Software","212,889",,,,,,,,,,,,,,,"North Point, Hong Kong Island, Hong Kong",1,1001-5000,Jean-Eudes Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"229,649",,0,0.5,7.6,512,722.02,254.51%,98,140.76%,3.91,163.04%,35.09%,-16.31%,"13,707,081","-14,659,098",-51.68%,5,,,,0,2,,Environmental control apparatus,,,,2004-01-01,year,,,For Profit,,,,,"Apps, Consumer Electronics, Hardware, Internet Services, Manufacturing, Software"
The Wharf Holdings,https://www.crunchbase.com/organization/the-wharf-holdings,"Infrastructure, Manufacturing, Warehousing","216,568",14,,1,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,5001-10000,Peter Woo,1,,,,IPO,2016-10-04,,,,Private Equity,,,,Private Equity,,,,"MBK Partners, TPG",,2,,,,,,,,,,,,,,Public,1999-02-05,,,,,,,,,0004,https://www.crunchbase.com/ipo/the-wharf-holdings-ipo--bdf8c84d,HKG,,"233,621",,0.3,-0.1,-0.5,"4,462","6,515.99",-41.14%,48,-55.84%,2.08,-20.39%,42.09%,20.07%,"4,727,019","1,647,072",53.48%,16,,,,,,,,,,,1886-01-01,year,1999-02-05,day,For Profit,,,1,,"Manufacturing, Transportation"
Man Wah Holdings,https://www.crunchbase.com/organization/man-wah-holdings,"Furniture, Manufacturing, Venture Capital","222,927",1,,1,,,,,,,,,,,,"New Territories, New Territories, Hong Kong",,5001-10000,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2010-04-16,,,,,,,,,1999,https://www.crunchbase.com/ipo/man-wah-holdings-ipo--ca46a78c,HKG,,"240,524",,-0.6,0.5,5.5,"1,995","3,558.63",-51.74%,159,"1,075.45%",3.64,88.7%,32.4%,16.43%,"6,990,967","1,694,458",31.99%,4,,540,,,,,,,,,1992-01-01,year,2010-04-16,day,For Profit,Venture Capital,Early Stage Venture,1,,"Consumer Goods, Financial Services, Lending and Investments, Manufacturing"
Blue Ocean Innovation Limited,https://www.crunchbase.com/organization/blue-ocean-innovation-limited,"Electronics, Manufacturing","227,052",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"245,000",,-0.2,3.7,7,356,252.12,347.46%,64,,5.55,454.69%,,,"15,012,960","-19,557,145",-56.57%,5,,,,,,,,,,,1994-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
"ARGON 40 TECHNOLOGIES, INC.",https://www.crunchbase.com/organization/argon-40-technologies-inc,"Consumer Goods, Drones, Electronics, Manufacturing","228,719",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"246,789",,1.7,0.4,3.6,"10,354","15,289.58",1.6%,62,-50.05%,1.58,-43.8%,74.85%,11.11%,"2,697,830","521,579",23.97%,6,,,,,,,,,,,2016-11-17,day,,,,,,,,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing"
eNano Health Limited,https://www.crunchbase.com/organization/enano-health-limited,"Biotechnology, Fitness, Health Care, Manufacturing, Medical","236,694",,Less than $1M,,,,,,,,,,,,,"New Territories, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"255,355",,0.5,0,-0.4,"1,492","1,837.68",7.94%,11,-86.45%,1.79,-46.05%,20.79%,9.72%,"11,289,788","1,722,651",18.01%,6,10,141,,1,0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,,,,,2010-06-30,day,,,,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering, Sports"
Able Industrial Design & Technology,https://www.crunchbase.com/organization/able-industrial-design-technology,"3D Printing, 3D Technology, Industrial Engineering, Manufacturing","240,712",,,,,,,,,,,,,,,"Tsuen Wan, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"259,703",,1.5,-0.2,-0.5,427,"1,155",-21.66%,11,634.04%,2.67,144.95%,16.23%,-24.33%,"18,495,177","-1,235,112",-6.26%,19,,,,,,,,,,,1990-01-01,year,,,For Profit,,,,,"Hardware, Manufacturing, Science and Engineering, Software"
SGOCO Group Ltd.,https://www.crunchbase.com/organization/sgoco-group-ltd,"Consumer Electronics, Manufacturing, Marketing, Product Design, Retail, Software","241,202",4,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,,,,,,,IPO,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Public,2010-12-31,,,,,,,,,SGOC,https://www.crunchbase.com/ipo/sgoco-group-ltd-ipo--4e9ddb35,NASDAQ,,"260,235",,1.1,0,-0.6,24,194.77,-80.02%,85,,5,400%,,,"34,412,960","1,351,239",4.09%,8,,,2,,,,,,,,2005-01-01,year,2010-12-31,day,For Profit,,,,,"Commerce and Shopping, Consumer Electronics, Design, Hardware, Manufacturing, Sales and Marketing, Software"
YesOjo,https://www.crunchbase.com/organization/yesojo,"Computer, Manufacturing, PC Games","247,510",1,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"267,059",,-0.3,1.8,-0.3,"3,647","13,931.17",-41.91%,67,47.46%,2.46,-4.37%,50.15%,36.61%,"4,850,954","1,209,393",33.21%,34,,,21,,,,,,,,,,,,,,,,,"Consumer Electronics, Gaming, Hardware, Manufacturing"
NOA Labs,https://www.crunchbase.com/organization/noa-labs,"Hardware, Manufacturing, Product Design","249,861",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,51-100,Alexander Murawski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"269,586",,0.3,-0.2,7.2,402,"2,395.76",-83.05%,,,1,-64.83%,100%,46.42%,"20,897,395","14,502,579",226.79%,7,,,14,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Design, Hardware, Manufacturing"
Jress.com,https://www.crunchbase.com/organization/jress-com,"E-Commerce, Fashion, Manufacturing, Retail","259,016",10,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"279,402",,-0.4,-0.2,4.9,"1,322","1,462",-23.88%,,,1,0%,32.58%,-0.16%,"13,825,834","1,334,193",10.68%,35,,,,,,,,,,,2016-06-01,day,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Manufacturing"
Crystal International,https://www.crunchbase.com/organization/crystal-international,"Fashion, Manufacturing","260,396",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2017-11-03,,,,,,,,,2232,https://www.crunchbase.com/ipo/crystal-international-ipo--6a25b2e1,HKG,,"280,870",,2.2,3.3,4.3,"6,676","10,564.57",-37.43%,128,-13.42%,2.86,7.32%,33.32%,4.68%,"3,301,813","938,284",39.7%,15,,,,,,,,,,,1970-01-01,year,2017-11-03,day,,,,,,"Clothing and Apparel, Design, Manufacturing"
RestockChina,https://www.crunchbase.com/organization/restock-china,"E-Commerce, Manufacturing","262,089",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,,Jessica Anuna,1,,,,Seed,2015-04-01,,,,Angel,,,,Angel,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"282,694",,0.2,-0.3,-0.1,,,,,,,,,,,,,5,,,,,,,,,,,2015-03-30,day,,,For Profit,,,,,"Commerce and Shopping, Manufacturing"
INNOVISION MULTIMEDIA LIMITED,https://www.crunchbase.com/organization/innovision-multimedia-limited,Manufacturing,"263,106",,$1M to $10M,,,,,,,,,,,,,"Kwai Tsing, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"283,758",,-0.1,0.4,-0.4,"123,014","178,961.59",-18.37%,99,-55.36%,2.67,14.37%,51.13%,0.22%,"366,857","42,976",13.27%,16,,,,,,,,,,,1998-01-01,year,,,For Profit,,,,,Manufacturing
Minipresso,https://www.crunchbase.com/organization/minipresso,Manufacturing,"263,133",3,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"283,786",,-0.3,-0.3,2.4,"103,870","122,600.42",-36.76%,80,25.93%,1.96,2.03%,46.34%,-12.92%,"569,632","166,894",41.44%,10,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Advanced Card Systems,https://www.crunchbase.com/organization/advanced-card-systems-4529,Manufacturing,"265,839",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"286,675",,-0.4,-0.3,-0.4,"81,804","112,068.72",6.69%,163,13.18%,2.44,1.34%,48.16%,-7.99%,"538,228","-6,084",-1.12%,16,,,,,,,,,,,1995-01-01,year,,,For Profit,,,,,Manufacturing
Merle Dress UK,https://www.crunchbase.com/organization/merle-dress-uk,"Fashion, Manufacturing, Wedding","266,172",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"287,040",,-0.1,2.9,-0.5,,,,,,,,,,,,,8,,,5,,,,,,,,2012-07-25,day,,,,,,,,"Clothing and Apparel, Community and Lifestyle, Design, Events, Manufacturing"
Systech Electronics Limited,https://www.crunchbase.com/organization/systech-electronics-limited,Manufacturing,"267,031",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"287,955",,-0.4,3.9,2.8,"1,792","1,682.09",-14.62%,60,-75.03%,1.65,-39.28%,61.9%,15.54%,"8,926,419","1,895,492",26.96%,3,,,,0,1,,Scientific and electric apparatus and instruments,,,,,,,,,,,,,Manufacturing
ExportToChina.com,https://www.crunchbase.com/organization/exporttochina-com,"B2B, E-Commerce, Logistics, Manufacturing, Retail, Wholesale","270,744",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"291,909",,-0.6,-0.8,0.9,373,300.16,217.14%,0,-99.57%,1.61,-19.58%,39.17%,39.17%,"19,449,271","-9,403,248",-32.59%,6,,,10,,,,,,,,2010-01-01,year,,,,,,,,"Commerce and Shopping, Manufacturing, Transportation"
Tetra Inspection,https://www.crunchbase.com/organization/tetra-inspection,"Information Technology, Logistics, Manufacturing, Quality Assurance, Service Industry, Supply Chain Management","273,417",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,11-50,Mohamed Afilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"294,764",,0.3,3.4,6.9,472,373.96,-11.23%,434,,3.61,261.33%,12.48%,-87.52%,"15,743,308","-2,692,741",-14.61%,29,,,,,,,,,,,2018-01-01,day,,,For Profit,,,,,"Information Technology, Manufacturing, Transportation"
RTI Holdings,https://www.crunchbase.com/organization/rti-holdings,"Information Technology, Manufacturing","275,132",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,RTI Holdings acquired by Avnet,https://www.crunchbase.com/acquisition/avnet-acquires-rti-holdings--6d69f172,Avnet,https://www.crunchbase.com/organization/avnet,2013-03-20,day,,,,,,Private,,,,,,,,,,,,,,"296,587",,-0.1,-0.5,-0.5,,,,,,,,,,,,,3,,,3,,,,,,,,1989-01-01,year,2013-03-20,day,,,,,,"Information Technology, Manufacturing"
Juuk,https://www.crunchbase.com/organization/juuk,"Management Consulting, Manufacturing, Service Industry","278,435",3,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,,Eugene Ho,1,,,,Seed,2015-11-17,,,,Seed,,,,Seed,,,,"HAX, SOSV",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"300,130",,-0.1,-0.1,0.8,"12,262","11,024.61",100.26%,112,-25.4%,2.98,-13.98%,29.47%,1.69%,"2,059,951","-811,736",-28.27%,21,,,,,,,,,,,2015-04-15,day,,,For Profit,,,,,"Manufacturing, Professional Services"
MIST eCigarettes,https://www.crunchbase.com/organization/mist-ecigarettes,"Consumer Goods, Electronics, Manufacturing","279,940",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,11-50,Nav Lalji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"301,737",,0.4,-0.3,6.9,167,708.46,-65.07%,349,103.96%,16.64,283.91%,0%,-14.37%,"16,539,537","1,753,997",11.86%,24,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing"
Modern Metal,https://www.crunchbase.com/organization/modern-metal-2,Manufacturing,"283,928",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,1,,,,M&A,2010-12-06,,,,Private Equity,,,,Private Equity,,,,EQT,1,1,,Was Acquired,Modern Metal acquired by JD Capital,https://www.crunchbase.com/acquisition/jd-capital-acquires-modern-metal-2--29eef95d,JD Capital,https://www.crunchbase.com/organization/jd-capital,2016-06-07,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"305,981",,-0.1,-0.6,2.1,315,135.2,14.38%,179,-26.01%,10.13,113.72%,27.09%,2.04%,"15,587,242","-3,610,747",-18.81%,7,,,,,,,,,,,1969-01-01,year,2016-06-07,day,For Profit,,,,,Manufacturing
Cathay Photonics Limited,https://www.crunchbase.com/organization/cathay-photonics-limited,"Industrial, Manufacturing, Marketing","285,245",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,2,,,,Early Stage Venture,2018-01-18,,,,Series A,,,,Series A,,,,"Radiant Venture Capital, Saltagen Ventures",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"307,394",,-0.1,-0.6,-0.3,,63.77,,,,,,,,,,,21,,,,,,,,,,,2014-09-30,day,,,For Profit,,,,,"Manufacturing, Sales and Marketing"
SSEC Energy International,https://www.crunchbase.com/organization/ssec-energy-international,"Biotechnology, Information Technology, Internet of Things, Manufacturing","289,414",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,51-100,Min Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"311,871",,-0.3,-0.3,-0.2,,23.68,,,,,,,,,,,1,,,,,,,,,,,2014-09-10,day,,,For Profit,,,,,"Biotechnology, Information Technology, Internet Services, Manufacturing, Science and Engineering"
Acoustic Metamaterials Group,https://www.crunchbase.com/organization/acoustic-metamaterials-group,"Manufacturing, Product Design","292,662",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",3,,"Min Yang, Shuyu Chen, Vincent T.M. Fong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"315,311",,0.1,-0.5,6.6,208,235.72,-73.11%,,,1,-62.75%,100%,63.6%,"27,556,450","15,339,489",125.56%,8,,,,0,0,Musical Instruments; Acoustics,,,,,,,,,For Profit,,,,,"Design, Manufacturing"
AP Photonics,https://www.crunchbase.com/organization/ap-photonics,"Consumer Electronics, Electronics, Information Technology, Manufacturing","299,145",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"322,230",,0,-0.1,2.8,288,482.66,-53.39%,,,1,-85.71%,100%,100%,"23,880,247","11,375,853",90.97%,3,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
Ethical Toy Program,https://www.crunchbase.com/organization/ethical-toy-program,Manufacturing,"304,803",3,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"328,275",,-0.3,3.1,-0.1,"3,017","18,106.37",-90.21%,301,"2,683.19%",4.9,306.57%,49.84%,45.82%,"4,404,016","2,832,384",180.22%,6,,,,,,,,,,,2004-01-01,year,,,Non-profit,,,,,Manufacturing
Fujikon,https://www.crunchbase.com/organization/fujikon,Manufacturing,"309,721",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2000-04-20,,,,,,,,,0927,https://www.crunchbase.com/ipo/fujikon-ipo--cf816024,HKG,,"333,523",,1.5,2.8,3.4,585,"1,172.8",1.76%,54,"2,253.59%",2.85,154.25%,31.87%,-8.39%,"14,214,010","-5,292,930",-27.13%,1,,,12,,,,,,,,1982-01-01,year,2000-04-20,day,For Profit,,,,,Manufacturing
Printcards.com.hk,https://www.crunchbase.com/organization/printcards-com-hk,"E-Commerce, Manufacturing","313,212",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,51-100,Jomie Leung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"337,226",,-0.5,-0.8,2.8,"5,860","2,106.27","1,978.42%",,,1,0%,35.56%,35.56%,"6,057,723","-20,952,028",-77.57%,21,,,,,,,,,,,2015-11-05,day,,,For Profit,,,,,"Commerce and Shopping, Manufacturing"
