Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
BrandCrafter,https://www.crunchbase.com/organization/brandcrafter,"Artificial Intelligence, Brand Marketing, Information Technology, Machine Learning, Software","220,566",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"237,966",,1.5,1.6,3.6,,,,,,,,,,,,,15,,,16,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software"
HEYCOINS,https://www.crunchbase.com/organization/heycoins,"Financial Services, Information Technology","220,610",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",1,11-50,Adam Lau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"238,013",,1.6,4.6,7.5,"4,280","5,544.86",8.95%,176,220.63%,6.79,64.55%,22.83%,-8.21%,"3,586,142","-909,380",-20.23%,14,,,,,,,,,,,2015-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology"
Avigo,https://www.crunchbase.com/organization/avigo,"Fitness, Health Care, Information Technology","221,584",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"239,059",,-0.5,-0.4,-0.6,,,,,,,,,,,,,37,4,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Health Care, Information Technology, Sports"
Axon Labs Limited,https://www.crunchbase.com/organization/axon-labs-limited,"Artificial Intelligence, Information Technology, Machine Learning, Software","222,144",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"239,656",,-0.1,-0.2,-0.4,20,191.31,-87.46%,,,1,-50%,100%,100%,"36,619,791","10,821,070",41.94%,3,26,,,,,,,,,,2011-03-31,day,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software"
Gense Technologies,https://www.crunchbase.com/organization/gense-technologies,"Biotechnology, Information Technology","222,704",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,,"Justin Pak Heng Chan, Russell Chan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"240,276",,-0.1,0.7,7.5,,100.53,-100%,,,,,,,,,,20,,,11,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Biotechnology, Information Technology, Science and Engineering"
BCW Group,https://www.crunchbase.com/organization/bcw-group,Information Technology,"224,806",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"242,570",,0.4,-0.1,5.9,877,359.88,-9.24%,34,-41.7%,1.86,-12.2%,57.21%,-17.49%,"12,918,578","1,124,533",9.53%,14,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,Information Technology
Feedelon,https://www.crunchbase.com/organization/feedelon,"Digital Marketing, E-Commerce, Information Technology, Marketplace","228,831",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,1-10,"Herve Kozikila, Lassaad Ismail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"246,914",,1,-0.4,7.4,230,602.23,-86.78%,,,1,0%,100%,67.24%,"25,902,997","13,803,881",114.09%,10,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Sales and Marketing"
App Task,https://www.crunchbase.com/organization/app-task,"Apps, Computer, Information Technology, iOS","229,502",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"247,629",,-0.1,3.2,1.3,"3,947","4,302.65",-6.13%,221,93.92%,7.86,347.07%,37.28%,-6.62%,"3,605,550","-2,190,323",-37.79%,25,24,294,,,,,,,,,,,,,,,,,,"Apps, Consumer Electronics, Hardware, Information Technology, Mobile, Platforms, Software"
Neoma,https://www.crunchbase.com/organization/neoma-dbc1,Information Technology,"230,955",,,,,,,,,,,,,,,"New Territories, New Territories, Hong Kong",1,,François Chabaudie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"249,191",,-0.2,-0.3,7.4,395,129.92,453.42%,113,,3.08,207.89%,17.87%,-82.13%,"16,433,769","-17,501,151",-51.57%,8,,,1,,,,,,,,2014-01-01,year,,,For Profit,,,,,Information Technology
Fashionbi,https://www.crunchbase.com/organization/fashionbi,"Consulting, Fashion, Information Technology, Lifestyle","232,768",,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"251,133",,0.9,0.6,1.8,"26,410","29,547.19",11.95%,29,-36.7%,1.45,-5.36%,57.62%,5.26%,"1,524,107","-79,912",-4.98%,8,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Clothing and Apparel, Community and Lifestyle, Design, Information Technology"
Quintain Analytics,https://www.crunchbase.com/organization/quintain-analytics,"Analytics, Information Technology","234,632",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,,"John Norris, Stephen Carney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"253,144",,-0.5,-0.5,-0.3,"3,555",637.98,"2,154.79%",,,1,-50%,39.96%,39.96%,"8,481,028","-17,758,277",-67.68%,23,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Data and Analytics, Information Technology"
ENQ Enecuum,https://www.crunchbase.com/organization/enq-enecuum,"Blockchain, Cryptocurrency, Information Technology","235,036",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,,"Ivan V. Ivanov, Mikhail Sayfullin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"253,575",,-0.1,-0.3,7.4,"2,453","2,219.09",127.14%,298,-45.44%,2.15,-8.89%,60.75%,-0.66%,,,,33,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Payments, Software"
FAS | Fintech Advisory Services,https://www.crunchbase.com/organization/fas-fintech-advisory-services,"Blockchain, Consulting, Information Technology, Payments","235,532",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,1-10,Elena Obukhova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"254,104",,-0.2,-0.4,-0.2,168,223.92,,,,1,,100%,,"28,818,891",,,10,,,,,,,,,,,2018-12-06,day,,,For Profit,,,,,"Financial Services, Information Technology, Payments"
Logflows,https://www.crunchbase.com/organization/logflows,"Information Services, Information Technology, Logistics, SaaS","236,626",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",3,11-50,"Dick Wong, Felix Wong, Li Chen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"255,283",,1.2,2.2,7.3,307,"1,148.86",-16.47%,2,-89.59%,2,-43.97%,0%,-18.76%,"23,654,432","6,587,642",38.6%,9,,,11,,,,,,,,,,,,For Profit,,,,,"Information Technology, Software, Transportation"
Interactive Data,https://www.crunchbase.com/organization/interactive-data-2,"Analytics, Big Data, Financial Services, Information Technology","237,050",12,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"255,745",,-0.4,-0.1,-0.4,,,,,,,,,,,,,7,,,,,,,,,,,2015-06-01,day,,,For Profit,,,,,"Data and Analytics, Financial Services, Information Technology"
Cpjobs.com,https://www.crunchbase.com/organization/cpjobs-com,"Information Technology, Recruiting","237,459",,$50M to $100M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"256,185",,-0.3,-0.2,-0.9,"770,356","697,733.94",12.84%,209,2.46%,4.06,-5.3%,36.84%,0%,"72,500","-2,475",-3.3%,46,16,"48,699",21,,,,,,,,1973-01-01,year,,,For Profit,,,,,"Information Technology, Professional Services"
WeCollect,https://www.crunchbase.com/organization/wecollect,"CRM, FinTech, Information Technology, Mobile","237,759",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"256,522",,0,-0.1,0.3,756,"1,799.64",-55.29%,,,1,0%,100%,0%,"16,034,819","5,622,566",54%,20,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Mobile, Sales and Marketing, Software"
Think Col,https://www.crunchbase.com/organization/think-col,"Consulting, Information Technology","238,459",,,,,,,,,,,,,,,"Causeway Bay, Hong Kong Island, Hong Kong",2,,"Kane Wu, Sam Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"257,278",,0,2,6.1,221,287.49,-66.64%,18,-86.52%,2.57,-3.19%,32.34%,-22.93%,"21,946,356","7,828,246",55.45%,36,,,,,,,,,,,2016-01-01,day,,,For Profit,,,,,Information Technology
CommVerge Solutions,https://www.crunchbase.com/organization/commverge-solutions,"Information Technology, Telecommunications","238,859",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"257,711",,-0.1,-0.5,-0.3,"5,894","5,018.63",34.01%,100,-15.13%,2.95,-6.38%,52%,-0.63%,"3,352,222","-581,988",-14.79%,13,,,2,,,,,,,,1999-01-01,year,,,For Profit,,,,,"Hardware, Information Technology"
Beijing Enterprises Holding,https://www.crunchbase.com/organization/beijing-enterprises-holding,"Government, Information Technology","240,164",2,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Public,2003-04-17,,,,,,,,,BJINY,https://www.crunchbase.com/ipo/beijing-enterprises-holding-ipo--6c984a38,OTC Pink,,"259,120",,0.1,1.7,0.8,"1,578","1,559.89",-34.33%,53,-39.4%,3.35,-17.62%,0%,-39.42%,"8,129,354","2,197,107",37.04%,3,,,1,,,,,,,,1997-01-01,year,2003-04-17,day,For Profit,,,,,"Government and Military, Information Technology"
eMALI.IO Limited,https://www.crunchbase.com/organization/emali-io-limited,Information Technology,"241,669",,,,,,,,,,,,,,,"Tai Po, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"260,739",,0.1,3.6,4.6,,175.49,-100%,,,,,,,,,,16,,,,,,,,,,,2016-08-22,day,,,,,,,,Information Technology
CYPHER,https://www.crunchbase.com/organization/cypher-4285,"Cyber Security, Information Technology, Security","242,182",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"261,297",,-0.4,-0.2,7.3,,146.63,-100%,,,,,,,,,,5,,,,,,,,,,,,,,,For Profit,,,,,"Information Technology, Privacy and Security"
eCOM,https://www.crunchbase.com/organization/ecom-2,"Automotive, Blockchain, Financial Services, Information Technology, Transportation","245,018",,Less than $1M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"264,349",,2,0.9,3.4,365,"8,286.62",-95.01%,287,"4,718.05%",2.79,82.5%,50.66%,48.11%,"17,386,941","13,379,256",333.84%,22,,,5,,,,,,,,1996-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Transportation"
Wallem Group,https://www.crunchbase.com/organization/wallem-group,Information Technology,"245,256",,,,,,,,,,,,,,,"Quarry Bay, Hong Kong Island, Hong Kong",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"264,610",,-0.4,-0.6,-0.6,"11,718","27,706.65",-53.02%,224,70.65%,4.27,91.39%,33.51%,-2.63%,"1,874,218","423,723",29.21%,45,1,,11,,,,,,,,1903-01-01,year,,,For Profit,,,,,Information Technology
Messer Financial Software,https://www.crunchbase.com/organization/messer-financial-software,"Finance, Information Technology, Software","246,091",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"265,523",,0.2,-0.3,-0.4,113,55.29,-13.61%,107,285.45%,3,0%,,,"27,458,663","1,369,898",5.25%,30,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Software"
Chayora,https://www.crunchbase.com/organization/chayora,Information Technology,"246,825",,,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"266,320",,-0.4,0,-0.1,430,420.38,13.16%,48,6.66%,2.37,-19.94%,49.13%,49.13%,"16,780,948","-47,418",-0.28%,4,,,,,,,,,,,2011-01-01,year,,,For Profit,,,,,Information Technology
Trace Labs,https://www.crunchbase.com/organization/trace-labs,"Blockchain, Data Integration, Information Technology, Software","251,537",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",3,11-50,"Branimir Rakic, Tomaz Levak, Ziga Drev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"271,372",,-0.4,-0.1,7.2,237,181.13,-51.94%,,,1,-38.08%,100%,20.5%,"25,651,331","8,506,317",49.61%,22,,,,,,,,,,,2018-01-01,year,,,For Profit,,,,,"Data and Analytics, Information Technology, Software"
Systex,https://www.crunchbase.com/organization/systex,Information Technology,"251,578",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"271,415",,0.2,0.5,0.8,"15,586","4,992.27",382.63%,316,"43,229.44%",2.73,67.44%,42.19%,-18.58%,"2,274,185","-5,324,700",-70.07%,8,,,2,,,,,,,,1997-01-01,year,,,For Profit,,,,,Information Technology
Appcider Limited,https://www.crunchbase.com/organization/appcider-limited,"CRM, E-Commerce, Information Technology, Mobile, Transportation","253,054",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"272,997",,-0.5,-0.5,1.7,511,527.37,25.61%,460,25.95%,13.08,32.62%,13.82%,1.91%,"10,495,869","-1,568,082",-13%,21,,,,,,,,,,,2016-03-04,day,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Mobile, Sales and Marketing, Software, Transportation"
Okoone,https://www.crunchbase.com/organization/okoone,"CRM, Information Technology, Internet, iOS, Mobile","253,441",,$1M to $10M,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",1,11-50,Julien Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"273,416",,0.3,1.7,1.7,229,220.88,-34.65%,80,,3.19,219.13%,0%,-100%,"20,737,376","-1,352,901",-6.12%,28,,,8,,,,,,,,2014-09-15,day,,,For Profit,,,,,"Information Technology, Internet Services, Mobile, Platforms, Sales and Marketing, Software"
Trumptech,https://www.crunchbase.com/organization/trumptech,"Education, Information Technology","255,435",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"275,559",,-0.3,1,1.7,"1,818","1,226.79",472.61%,162,567.28%,7.87,-34.14%,43.49%,43.49%,"6,194,268","-6,885,262",-52.64%,31,,,,,,,,,,,,,,,,,,,,"Education, Information Technology"
m2Wealth,https://www.crunchbase.com/organization/m2wealth,"Information Technology, Software","257,399",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",3,,"Brent Fraser, Henry Kortt, Paul Graham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"277,647",,0,-0.1,-0.7,604,287.91,69.33%,23,-86.82%,1.68,-56.2%,39.1%,39.1%,"17,935,160","1,590,081",9.73%,25,1,,6,,,,,,,,2001-01-01,year,,,,,,,,"Information Technology, Software"
TopDoc,https://www.crunchbase.com/organization/christelle-ho,"Health Care, Information Technology, Medical","258,249",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"278,565",,-0.5,-0.7,-0.8,"14,604","37,988.22",-20.06%,176,105.15%,1.99,7.38%,57.79%,-15.3%,"2,214,730","294,939",15.36%,32,1,,7,,,,,,,,2013-06-01,day,,,For Profit,,,,,"Health Care, Information Technology"
Squared-S Artificial Intelligence,https://www.crunchbase.com/organization/squared-s-artificial-intelligence,"Artificial Intelligence, Big Data, CRM, Information Technology, Machine Learning","259,151",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,1-10,"Seth Huang, Soujit Ghosh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"279,543",,-0.5,-0.7,-0.8,143,97.1,,109,,6,,,,"22,040,627",,,7,,,,,,,,,,,2017-12-10,day,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software"
MemoryX Blockchain Ltd.,https://www.crunchbase.com/organization/memoryx-blockchain-ltd,Information Technology,"260,889",,,,,,,,,,,,,,,"Mong Kok, Kowloon, Hong Kong",,1-10,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,MemoryX Blockchain Ltd. acquired by Diginex,https://www.crunchbase.com/acquisition/diginex-acquires-memoryx-blockchain-ltd--64623f29,Diginex,https://www.crunchbase.com/organization/diginex,2017-08-01,month,,,,Acquihire,,Private,,,,,,,,,,,,,,"281,400",,-0.1,-0.3,0,,,,,,,,,,,,,8,,,,,,,,,,,2016-11-11,day,2017-08-01,month,For Profit,,,,,Information Technology
VishareTech,https://www.crunchbase.com/organization/visharetech,"Information Technology, Software, Video","261,187",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"281,725",,-0.4,5.2,5.4,92,679.28,-18.07%,44,-98.01%,1.56,-74.05%,72.16%,72.16%,"31,774,936","7,498,263",30.89%,24,,,,,,,,,,,2012-01-01,year,,,,,,,,"Information Technology, Media and Entertainment, Software, Video"
Hong Kong Computer Society,https://www.crunchbase.com/organization/hong-kong-computer-society,Information Technology,"262,645",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"283,278",,3.5,7,7,"3,597","3,484.96",11%,99,30.51%,3.93,11.25%,46.01%,19.82%,"4,489,268","-517,061",-10.33%,34,,,,,,,,,,,1970-01-01,year,,,For Profit,,,,,Information Technology
Holistic Technology,https://www.crunchbase.com/organization/holistic-technology,"E-Commerce, Information Technology, SaaS","265,379",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"286,182",,-0.6,-0.4,0.3,658,773.22,-22.81%,176,"1,563.06%",3.36,67.99%,43.55%,43.55%,"12,507,999","-2,450,021",-16.38%,30,,,,,,,,,,,2012-05-07,day,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Software"
Sharkboard,https://www.crunchbase.com/organization/sharkboard,"Information Services, Information Technology, Internet, Software","267,167",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,1-10,Markus Stefanko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"288,107",,0,2.8,-0.2,101,54.46,,494,,2,,,,"30,290,309",,,13,,,2,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Information Technology, Internet Services, Software"
Picowork Ltd.,https://www.crunchbase.com/organization/picowork-ltd,Information Technology,"267,228",,,,,,,,,,,,,,,"Cyberport, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"288,171",,0.6,-0.3,-0.6,161,"1,223.04",-95.17%,148,"4,881.11%",7.18,517.13%,55.01%,23.49%,"20,267,630","12,243,029",152.57%,16,15,,,,,,,,,,2010-07-25,day,,,For Profit,,,,,Information Technology
Hummingbird,https://www.crunchbase.com/organization/hummingbird-a978,"Analytics, Big Data, Information Technology","268,696",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"289,758",,0.2,6.9,7,112,37.95,-2.6%,512,140.44%,5,150%,,,"25,139,473","-3,975,146",-13.65%,23,,,,,,,,,,,,,,,For Profit,,,,,"Data and Analytics, Information Technology"
VPS Hosting,https://www.crunchbase.com/organization/asia-web-services,"Cloud Storage, Information Technology, SaaS, Security, Web Hosting","271,164",,Less than $1M,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"292,355",,-0.3,-0.3,4.8,"2,462","3,373.34",17.67%,87,-21.18%,1.98,-36.93%,53.72%,-3.39%,"7,520,428","780,331",11.58%,41,,,10,,,,,,,,2007-06-07,day,,,For Profit,,,,,"Information Technology, Internet Services, Privacy and Security, Software"
Vizualize,https://www.crunchbase.com/organization/vizualize,"Analytics, Information Technology, Internet, Software","271,221",,$1M to $10M,,,,,,,,,,,,,"Central, Hong Kong Island, Hong Kong",1,11-50,Michael MacMillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"292,413",,-0.5,-0.4,-0.4,35,183.48,-87.63%,8,,2,100%,0%,-100%,"34,601,542","10,744,680",45.04%,29,,,10,,,,,,,,2004-01-01,year,,,For Profit,,,,,"Data and Analytics, Information Technology, Internet Services, Software"
Tetra Inspection,https://www.crunchbase.com/organization/tetra-inspection,"Information Technology, Logistics, Manufacturing, Quality Assurance, Service Industry, Supply Chain Management","273,417",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,11-50,Mohamed Afilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"294,764",,0.3,3.4,6.9,472,373.96,-11.23%,434,,3.61,261.33%,12.48%,-87.52%,"15,743,308","-2,692,741",-14.61%,29,,,,,,,,,,,2018-01-01,day,,,For Profit,,,,,"Information Technology, Manufacturing, Transportation"
RTI Holdings,https://www.crunchbase.com/organization/rti-holdings,"Information Technology, Manufacturing","275,132",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,RTI Holdings acquired by Avnet,https://www.crunchbase.com/acquisition/avnet-acquires-rti-holdings--6d69f172,Avnet,https://www.crunchbase.com/organization/avnet,2013-03-20,day,,,,,,Private,,,,,,,,,,,,,,"296,587",,-0.1,-0.5,-0.5,,,,,,,,,,,,,3,,,3,,,,,,,,1989-01-01,year,2013-03-20,day,,,,,,"Information Technology, Manufacturing"
NOVA InnoTech,https://www.crunchbase.com/organization/nova-innotech,"B2B, Banking, Consulting, Financial Services, Information Technology, Venture Capital","279,399",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,,Matthew Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"301,154",,2.4,-0.2,6.8,"3,270","2,547.91",73.23%,91,22.21%,2.08,-13.26%,32.38%,10.97%,"6,078,158","-2,117,240",-25.83%,21,,,,,,,,,,,,,,,For Profit,,,,,"Financial Services, Information Technology, Lending and Investments"
Dazzle,https://www.crunchbase.com/organization/dazzle,"Information Technology, Software, Web Development","280,593",,,,,,,,,,,,,,,"Kwun Tong, Kowloon, Hong Kong",1,1-10,Henry Yeung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"302,441",,-0.4,-0.5,6.8,515,"12,792.52",-5.08%,47,8.39%,1.28,-23.9%,26.52%,26.52%,"20,268,386","2,285,001",12.71%,25,,,,,,,,,,,2015-01-01,year,,,For Profit,,,,,"Information Technology, Software"
