Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
CWB Tech Limited,https://www.crunchbase.com/organization/cwb-tech-limited,"3D Technology, Information Technology","105,561",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,1,41250,USD,41250,Seed,2015-08-01,41250,USD,41250,Seed,41250,USD,41250,Seed,41250,USD,41250,Cyberport Hong Kong,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"111,785",,0.4,0.8,-0.3,,544.58,,,,,,,,,,,22,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Hardware, Information Technology, Software"
Olasso,https://www.crunchbase.com/organization/olasso,"Delivery Service, E-Commerce, Information Technology, Logistics, Retail, SaaS, Shipping, Supply Chain Management","105,629",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",2,1-10,"Pieter Paul Wittgen, Seb Poole",1,,,,Seed,2018-07-18,,,,Seed,,,,Seed,,,,MindWorks Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"111,862",,-0.2,-0.3,-0.5,140,167.23,219.89%,32,,2.03,103.2%,65.6%,-34.4%,"27,261,998","-8,017,447",-22.73%,9,,,,,,,,,,,2018-03-01,day,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Software, Transportation"
HYPE,https://www.crunchbase.com/organization/hypeasia,"Consulting, Financial Services, Information Technology, Marketing","107,365",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",4,11-50,"Henek Lo, Martin Li, Patrick Lee, Robert Hao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"113,790",,0.2,0,-0.1,"2,208","1,218.42",93.96%,51,-72.41%,3.18,90.07%,27.28%,-24.23%,"7,141,364","-4,078,094",-36.35%,22,,,,,,,,,,,2017-08-01,day,,,For Profit,,,,,"Financial Services, Information Technology, Sales and Marketing"
AG Delta,https://www.crunchbase.com/organization/ag-delta,"Financial Services, Information Services, Information Technology","111,359",,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,51-100,Andrew Au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"118,241",,-0.2,-0.2,0,293,865.77,41.68%,64,"1,701.21%",1.32,-7.68%,67.63%,11.01%,"22,728,063","-2,538,859",-10.05%,35,,,16,,,,,,,,2008-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology"
Li Ka Shing Foundation,https://www.crunchbase.com/organization/li-ka-shing-foundation,"Education, Health Care, Information Technology","114,635",18,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"121,869",,0.3,1,0,"92,858","20,321.89","2,242.7%",31,-83.47%,3.04,3.2%,18.89%,-14.87%,"522,648","-4,057,713",-88.59%,22,,,7,0,8,,Scientific and technological services,,,,2006-10-01,day,,,,,,,,"Education, Health Care, Information Technology"
CT Accel,https://www.crunchbase.com/organization/ct-accel,"Information Technology, Software","117,340",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,11-50,Haile Yu,1,,,,Early Stage Venture,2018-11-28,,,,Series A,,,,Series A,,,,"Intel Capital, Ironfire Ventures",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"124,880",,0.6,1,-0.1,389,557.46,-41%,36,-64.21%,1.8,-38.68%,73.42%,13.27%,"18,659,967","5,700,700",43.99%,14,,,,,,,,,,,2016-03-01,month,,,For Profit,,,,,"Information Technology, Software"
Bolt,https://www.crunchbase.com/organization/bolt,"Apps, Information Technology, Internet of Things","120,768",1,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",2,11-50,"Benjamin Ho, Rosemary Tan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"128,654",,0,0.5,8.7,131,456.27,-59.43%,109,196.96%,3,-9.92%,0%,-61.16%,"25,980,316","8,414,045",47.9%,22,1,35,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Apps, Information Technology, Internet Services, Software"
Spark Ventures,https://www.crunchbase.com/organization/spark-ventures-1634,"Consulting, CRM, Financial Services, Information Technology, Venture Capital","121,278",1,,2,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"129,217",,3.3,3.3,1.4,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,"Early Stage Venture, Venture",2,,"Financial Services, Information Technology, Lending and Investments, Sales and Marketing, Software"
Big Dipper Studio,https://www.crunchbase.com/organization/big-dipper-studio,"Information Technology, Mobile, Web Development","121,455",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",,,,1,41250,USD,41250,Seed,2015-08-01,41250,USD,41250,Seed,41250,USD,41250,Seed,41250,USD,41250,Cyberport Hong Kong,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"129,413",,0.8,-0.4,-0.6,,,,,,,,,,,,,31,15,195,,,,,,,,,1985-01-01,year,,,For Profit,,,,,"Information Technology, Mobile, Software"
Jardine Matheson Group,https://www.crunchbase.com/organization/jardine-matheson-group,"Civil Engineering, Construction, Information Services, Information Technology, Restaurants","122,557",21,,1,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,10001+,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2002-06-28,,,,,,,,,J36,https://www.crunchbase.com/ipo/jardine-matheson-group-ipo--5c27f55d,SGX,,"130,632",,0.2,0.9,-0.2,"28,740","41,285.15",-9.27%,53,-64.92%,2.3,-48.64%,31.31%,1.02%,"1,266,810","405,159",47.02%,28,,,14,,,,,,,,1832-01-01,year,2002-06-28,day,,,,1,,"Food and Beverage, Information Technology, Real Estate, Science and Engineering"
Contineo,https://www.crunchbase.com/organization/contineo,"Banking, Financial Services, Information Technology, Messaging","122,690",1,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,1,,,,,2015-01-20,,,,Undisclosed,,,,Undisclosed,,,,Goldman Sachs Principal Strategic Investments,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"130,778",,1,1.3,3.5,520,821.67,-70.22%,33,191.98%,1.94,21.88%,10.44%,-29.01%,"17,263,664","7,451,742",75.95%,10,,,8,,,,,,,,2014-01-01,year,,,,,,,,"Financial Services, Information Technology, Internet Services, Lending and Investments, Messaging and Telecommunications"
StayPlease,https://www.crunchbase.com/organization/stayplease,"Hospitality, Information Technology, Software","124,278",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"132,543",,0.4,0.5,-0.1,72,292.58,-87.35%,,,1,-61.81%,100%,50.2%,"33,660,591","19,440,563",136.71%,18,,,,,,,,,,,2012-01-01,year,,,,,,,,"Information Technology, Software, Travel and Tourism"
CapitaLink Technology Limited,https://www.crunchbase.com/organization/capitalink-technology-limited,"Banking, Finance, Financial Services, FinTech, Information Technology","124,684",2,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",,1-10,,4,,,,Seed,2018-10-03,,,,Seed,,,,Seed,,,,SQ Capital Group,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"132,998",,0.1,1.2,2.6,"1,522",773.32,46.97%,163,"3,248.23%",1.95,75.43%,4.71%,-47.63%,"10,435,597","-3,586,846",-25.58%,28,2,100,,,,,,,,,2017-06-01,month,,,For Profit,,,,,"Financial Services, Information Technology, Lending and Investments"
M800,https://www.crunchbase.com/organization/m800-limited,"Information Technology, Internet, Internet of Things, Telecommunications, Virtual Reality","124,729",1,,1,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"133,050",,-0.2,0,0,"3,470","5,447.43",19.07%,99,284.66%,3.46,41.58%,57.06%,-2.72%,"4,499,323","-1,249,975",-21.74%,40,,,11,,,,,,,,2007-01-01,year,,,For Profit,,,1,,"Hardware, Information Technology, Internet Services, Software"
En-trak,https://www.crunchbase.com/organization/en-trak,"Energy, Information Technology, Renewable Energy, Software","124,975",,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,1,,,,Seed,2018-07-24,,,,Seed,,,,Seed,,,,"Alibaba Entrepreneurs Fund, CLP Innovation Ventures",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"133,325",,0.7,0.3,1.6,"4,504","22,477.89",-2.98%,141,66.9%,2.96,9.03%,32.82%,9.61%,"4,464,759","76,447",1.74%,37,,,13,,,,,,,,2013-11-01,month,,,For Profit,,,,,"Energy, Information Technology, Software, Sustainability"
Veridate Financial,https://www.crunchbase.com/organization/veridate-financial,"Financial Services, Information Technology","125,030",,,,,,,On-Site,16,,,,,,,"Central, Hong Kong Island, Hong Kong",2,11-50,"Colin Lunn, Peter Hatz",1,,,,Early Stage Venture,2019-01-05,,,,Series A,,,,Series A,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"133,383",,-0.1,0.4,-0.2,51,44.58,,,,1,,100%,,"34,563,474",,,23,,,,,,,,,,,2015-06-01,day,,,For Profit,"Corporate Venture Capital, Family Investment Office, Private Equity Firm, Syndicate",Late Stage Venture,,2015-10-15,"Financial Services, Information Technology"
Chengbao,https://www.crunchbase.com/organization/chengbao,Information Technology,"126,762",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"135,313",,0.1,1.6,8.7,"17,779","6,431.43",356.48%,48,15.02%,1.7,-29.27%,37.84%,0.46%,"2,108,388","-2,937,803",-58.22%,28,,,11,,,,,,,,,,,,For Profit,,,,,Information Technology
Apoidea,https://www.crunchbase.com/organization/apoidea,Information Technology,"126,936",,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",3,11-50,"Cheney Cheng, Hardy Liu, Justin Chiu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"135,501",,-0.1,0,8.5,"1,239",583.62,-23.24%,349,66.89%,3.39,8.75%,35.11%,4.09%,"9,064,097","720,721",8.64%,17,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,Information Technology
E-Services Group,https://www.crunchbase.com/organization/e-services-group,"E-Commerce, Information Technology, Logistics, Marketplace, Retail","128,194",1,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,101-250,Alan Lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"136,887",,0.2,1,-0.5,"4,484","3,959.25",61.59%,418,-45.61%,5.84,-35.71%,22.38%,2.53%,"3,425,267","-718,051",-17.33%,41,,,22,,,,,,,,2010-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Transportation"
Loveawake.com,https://www.crunchbase.com/organization/loveawake-com,"Information Technology, Internet, Messaging","130,096",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"139,011",,1.3,2.2,0.2,"798,482","778,250.78",6.49%,211,1.91%,5.25,-2.36%,53.49%,-1.4%,"66,521",456,0.69%,38,,,18,,,,,,,,2009-02-17,day,,,For Profit,,,,,"Information Technology, Internet Services, Messaging and Telecommunications"
Nowsnapp,https://www.crunchbase.com/organization/nowsnapp,"Apps, E-Commerce, Information Technology, Marketplace","132,229",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,11-50,Laurent Guillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"141,391",,-0.5,-0.6,7.8,"4,248","2,066.86",0.18%,5,73.6%,1.21,-29.4%,21.42%,-33.72%,"6,387,935","192,258",3.1%,10,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Apps, Commerce and Shopping, Information Technology, Software"
01Games Technology,https://www.crunchbase.com/organization/01games-technology,"Information Technology, Mobile Apps, Video Games","133,108",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,1,41250,USD,41250,Seed,2014-07-01,41250,USD,41250,Seed,41250,USD,41250,Seed,41250,USD,41250,Cyberport Hong Kong,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"142,357",,-0.3,-0.1,-0.6,46,32.01,,,,1,,100%,,"34,767,154",,,1,20,"1,452",,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Apps, Gaming, Information Technology, Mobile, Software"
Linda Francis,https://www.crunchbase.com/organization/link-2,"Financial Services, Information Technology, Software","135,185",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,51-100,Hugh Whitehill,1,,,,Seed,2016-03-03,,,,Angel,,,,Angel,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"144,676",,0.2,0,0.8,"9,290","10,133.13",-35.71%,10,-74.17%,1.13,-5.26%,61.3%,1.01%,"3,465,431","1,012,237",41.26%,13,,,,,,,,,,,1999-12-06,day,,,For Profit,,,,,"Financial Services, Information Technology, Software"
WiZ,https://www.crunchbase.com/organization/wiz-connected,"Information Technology, Internet of Things, Lighting, Software","135,797",,,,,,,,,,,,,,,"North Point, Hong Kong Island, Hong Kong",3,11-50,"Jean-Eudes Leroy, Jean-Philippe Gal, Jerome Leroy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"145,371",,0,-0.1,8.3,"13,732","19,837.95",-18.27%,93,-20.44%,2.76,19.91%,49.92%,16.43%,"1,885,257","118,814",6.73%,23,,,,,,,,,,,2015-01-01,year,,,For Profit,,,,,"Hardware, Information Technology, Internet Services, Software"
Prive Technologies,https://www.crunchbase.com/organization/prive-technologies,"Information Services, Information Technology","136,560",,,,,,,,,,,,,,,"Cyberport, Hong Kong Island, Hong Kong",2,11-50,"Charles Wong, Julian Schillinger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"146,205",,0.7,5.1,8.5,"2,359","2,826.43",50.53%,12,-88.5%,1.35,-22.44%,63.51%,-2.83%,"8,691,371","-622,997",-6.69%,,,,,,,,,,,,2011-01-01,year,,,For Profit,,,,,Information Technology
C&R,https://www.crunchbase.com/organization/c-r-wise-ai,"Artificial Intelligence, Information Technology, Software","138,058",1,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",1,11-50,Raymond Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"147,852",,3,2.4,8,122,66.37,-0.19%,,,1,0%,100%,0%,"31,479,289","-175,742",-0.56%,12,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software"
Gritus,https://www.crunchbase.com/organization/gritus-technology-limited,"Information Technology, Retail Technology, Vending and Concessions","141,774",15,,,,,,,,,,,,,,"Kowloon City, Kowloon, Hong Kong",3,11-50,"Chi Wang Tang, Hanley Li, Pak Hin Yiu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"151,940",,0.8,-0.1,-0.3,544,"21,083.9",-43.44%,33,7.45%,1.59,-16.83%,30.99%,-11.54%,"17,897,022","5,068,297",39.51%,34,,,16,,,,,,,,2017-02-09,day,,,For Profit,,,,,"Commerce and Shopping, Hardware, Information Technology, Software"
Tofupay,https://www.crunchbase.com/organization/tofupay,"Finance, Information Technology, Internet","143,719",,$1M to $10M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,1-10,Gerald Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"154,110",,0,0.4,3,254,124.14,,,,1,,100%,,"25,033,739",,,2,,,10,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Internet Services"
eCloudvalley,https://www.crunchbase.com/organization/ecloudvalley,"Consulting, Information Technology, Security","143,853",,,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"154,250",,-0.4,-0.2,0.8,"7,873","9,682.34",-12.54%,166,12.52%,3.65,46.2%,43.93%,-6.72%,"2,494,183","-145,211",-5.5%,54,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Information Technology, Privacy and Security"
Easychat,https://www.crunchbase.com/organization/easychat,"Artificial Intelligence, E-Commerce, Information Technology","144,677",,,,,,,,,,,,,,,"Sha Tin, New Territories, Hong Kong",2,1-10,"Alan Chan, Lewis Pong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"155,148",,-0.3,-0.3,8.5,"6,366","6,241.55",1.71%,502,213.95%,5.34,103.92%,30.62%,-15.2%,"2,825,114","-742,875",-20.82%,9,1,116,9,,,,,,,,2018-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software"
Knowlabel,https://www.crunchbase.com/organization/knowlabel,"Apps, Information Technology","146,106",,,,,,,,,,,,,,,"Tsuen Wan, New Territories, Hong Kong",2,,"Marianne Caroline Hughes, Michael Poon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"156,731",,-0.1,1.8,8.4,171,139.81,5.46%,,,1,0%,100%,0%,"28,578,567","-544,858",-1.87%,10,,,,,,,,,,,,,,,For Profit,,,,,"Apps, Information Technology, Software"
Chain Technology,https://www.crunchbase.com/organization/chain-technology,"Construction, Information Technology, Internet of Things, SaaS, Smart Building, Smart Cities, Software","146,506",1,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"157,179",,-0.2,1.4,8.4,406,163.8,34.23%,25,,4.26,326.36%,60.48%,-39.52%,"15,011,593","-8,381,028",-35.83%,28,,,,,,,,,,,2016-12-01,day,,,For Profit,,,,,"Information Technology, Internet Services, Real Estate, Software"
Leido Technology,https://www.crunchbase.com/organization/leido-technology,"Health Care, Information Services, Information Technology, IT Management, Software","146,621",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",1,,Stary Chan,1,41250,USD,41250,Seed,2014-07-01,41250,USD,41250,Seed,41250,USD,41250,Seed,41250,USD,41250,Cyberport Hong Kong,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"157,307",,0.9,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,"Health Care, Information Technology, Software"
10Life,https://www.crunchbase.com/organization/10life,"Financial Services, Information Technology, Insurance, Mobile Apps","147,425",,,,,,,,,,,,,,,"Causeway Bay, Hong Kong Island, Hong Kong",3,1-10,"Dennis Lun, Iris Lun, Thomson Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"158,199",,-0.1,0,1.5,"102,861","71,535.96",-39.02%,187,-20.09%,7.11,181.72%,56.56%,2.11%,"327,066","-1,502",-0.46%,38,,,,,,,,,,,2017-01-01,day,,,For Profit,,,,,"Apps, Financial Services, Information Technology, Mobile, Software"
AniWEAR,https://www.crunchbase.com/organization/aniwear,"Artificial Intelligence, Health Care, Information Technology, Location Based Services, Social Media, Software, Telecommunications","148,422",,,,,,,,,,,,,,,"New Territories, New Territories, Hong Kong",1,,Joe Mak,1,,,,Seed,2016-11-21,,,,Seed,,,,Seed,,,,Zeroth.AI,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"159,291",,0.3,1.3,2.6,528,551.69,-52.95%,22,-80.28%,1.59,-53.89%,41.25%,33.08%,"16,748,808","7,043,701",72.58%,15,,,15,,,,,,,,,,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Media and Entertainment, Navigation and Mapping, Science and Engineering, Software"
Mellow,https://www.crunchbase.com/organization/mellow-2353,"Analytics, Apps, Financial Services, Information Technology","148,446",1,,,,,,,,,,,,,,"Cyberport, Hong Kong Island, Hong Kong",2,1-10,"Chester Szeen, Teresa Chan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"159,317",,-0.2,-0.2,8.4,73,260.71,-83.19%,90,59.73%,3,49.14%,0%,-47.04%,"31,275,791","13,748,365",78.44%,18,,,,,,,,,,,2018-01-01,year,,,For Profit,,,,,"Apps, Data and Analytics, Financial Services, Information Technology, Software"
Eagle Kingdom Technologies,https://www.crunchbase.com/organization/eagle-kingdom-technologies,Information Technology,"150,054",,$1M to $10M,,,,,,,,,,,,,"Wan Chai, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"161,094",,-0.3,-0.3,-0.2,"3,308","1,246.02",433%,"4,473","4,235.47%",28.47,742.75%,6.05%,-49.9%,"2,434,013","-10,445,788",-81.1%,9,,,,,,,,,,,,,,,For Profit,,,,,Information Technology
mlytics,https://www.crunchbase.com/organization/mlytics,"Artificial Intelligence, Big Data, Cyber Security, Information Technology, Internet, Robotics, Software","150,972",3,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"162,110",,-0.1,2.2,2.8,"15,614","5,611.66",56.09%,139,-55.32%,4.08,-23.36%,46.45%,-11.56%,"1,627,083","-398,790",-19.68%,24,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software"
Emotics,https://www.crunchbase.com/organization/emotics,"Artificial Intelligence, Big Data, Computer, Human Resources, Information Technology, Machine Learning, Software","151,693",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,1-10,,1,,,,Seed,2017-07-31,,,,Seed,,,,Seed,,,,Zeroth.AI,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"162,916",,-0.2,-0.2,-0.1,88,142.86,-46.46%,2,,2,100%,0%,-100%,"31,384,926","2,381,526",8.21%,30,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
NYNJA Group,https://www.crunchbase.com/organization/nynja-group-ltd,"Blockchain, Information Technology","151,909",,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"163,149",,-0.1,1.5,0,"1,423","2,259.66",146.26%,775,"2,274.28%",6.26,169.77%,50.59%,-20.41%,"6,685,045","-7,920,731",-54.23%,4,,,,,,,,,,,,,,,,,,,,Information Technology
UBI Blockchain Internet,https://www.crunchbase.com/organization/ubi-blockchain-internet,"Banking, Financial Services, Information Technology, Internet, Software","152,407",1,,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"163,703",,-0.2,2.2,0.5,,71.88,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Internet Services, Lending and Investments, Software"
Imago,https://www.crunchbase.com/organization/imago-software-limited,"Artificial Intelligence, Information Technology, Software","152,777",,,,,,,,,,,,,,,"Sheung Wan, Hong Kong Island, Hong Kong",1,11-50,Willie Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"164,121",,0.7,0,0,76,249.74,-7.76%,,,1,0%,100%,0%,"33,498,915","39,868",0.12%,32,,,,,,,,,,,2016-12-05,day,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software"
OnTheGoSystems,https://www.crunchbase.com/organization/onthegosystems,"Information Services, Information Technology, Internet, Internet of Things, Web Design, Web Development","154,360",1,Less than $1M,,,,,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,21,"165,875",,-0.3,-0.3,-0.2,"34,195","23,356.01",19.94%,375,183.81%,4.04,37%,42.75%,-5.48%,"891,752","-171,634",-16.14%,56,,,15,,,,,,,,2007-01-01,year,,,,,,,,"Design, Information Technology, Internet Services, Software"
